Area,Year,Crops,Livestock Meat,Production Value Crops,Production Value Livestock,Emissions Livestock,Emissions Crops,Fertilizers,Pesticides,Trade Import Crops,Trade Export Crops,Trade Import Livestock,Trade Export Livestock
China,1989,19.99693531964568,5.4161570858607595,10.774056735950893,17.59547194752603,8.487754428543298,22.42667603118839,17.939959620021774,,6.818077203416174,4.085567899404924,2.614070995067279,2.9897445519245283
China,1990,20.723436401338112,5.822864503630813,11.284110258535678,18.460309258783514,8.628704099527642,17.8433260014491,19.979780889850947,34.12651058241812,6.237968468639267,3.8679864919281712,2.4797074740959006,3.324783611103752
China,1991,20.985316941098045,6.658164322545779,12.32275971794265,18.814958613491278,8.918684072276035,18.091567230892103,22.206280534000733,34.48099277470065,5.402414811172332,4.648625445941808,2.6837663451888454,4.087104382155293
China,1992,20.75776035967056,7.399407515881197,13.241033147325526,18.638308462763913,9.027245466401276,18.229141891756466,23.38149016605446,35.029517589736336,4.768293666980978,4.446564704712612,2.543893761249852,3.2037829427887083
China,1993,22.204439555296613,8.882127042453499,14.338930450270354,19.812907223470017,9.311829521493912,17.226703280081974,20.890986457264944,36.016315991614874,4.747045193313563,4.798243936649684,2.852907076164494,3.758086717339934
China,1994,22.01394259306256,9.584165667335165,15.602330936425341,19.78324260588777,9.639243573681373,17.59135570315234,23.712362677306782,39.05606725159223,6.716817047426282,5.5289158286747115,3.2949087912681527,4.3864096020852905
China,1995,23.462948049420397,11.093135656647735,16.64120997957215,20.8602811459579,10.381311011286863,19.173103301740873,27.5222337866179,40.96616272836124,8.343151337067011,4.079785112816857,3.5188146797339948,5.226586511072951
China,1996,23.941191111336735,11.308911124186858,17.222654372966446,21.26213939288416,11.196598142915818,20.223743727577677,26.821869164511376,41.334834730217196,6.7985557058900286,3.694202329139666,3.7102637427041856,5.528004790256327
China,1997,23.557482920804578,12.784679054577433,17.539596788956484,21.53172970650004,9.728696109907812,19.44050575168888,26.060970888158373,41.43189052575554,6.911480562943615,4.546523529824931,4.155513133722722,3.6043593577820596
China,1998,24.55388508091297,13.780493459188595,18.312062047490183,21.928528812604682,10.456467890386426,18.840660702573846,26.01153773953247,41.855892005999856,6.355580819653155,4.267021615777831,3.8502056719883173,3.0270609985037016
China,1999,24.83189748393409,14.077148213956958,18.49485504931672,21.908289477632543,10.740932677707669,18.985823735171333,26.04951172982226,43.312174671350014,5.570463003919228,3.8458574991294965,4.680261783247074,2.918862719527998
China,2000,24.934499262683136,14.69045534234665,19.050784075772366,22.432460896621414,10.91111533193912,18.097777869171384,25.385527587975794,42.090499969417394,6.129011624799015,4.402363695593419,4.620426225273264,3.05022219838043
China,2001,24.871485762913483,14.43292071088343,19.162097493413125,22.59592259024416,10.695700007045534,17.28180273788402,25.666376921573896,42.37341526896117,6.325651463185252,4.214002230905544,4.331238795848609,3.100775529460353
China,2002,25.78738833742293,14.310311848814216,19.235359788367667,23.405638970555803,10.332099376791257,18.099942514687456,28.415863089983734,43.17146788347211,6.298746221679825,4.399693003262679,4.039325732020822,2.8844336531769756
China,2003,24.943833704783138,14.622888749443383,19.85146433631848,22.680266527894318,10.12051758724703,18.11825223261525,26.88519699459003,42.25991445857748,7.78339586867869,4.53939995110527,3.6376143007192336,2.370971148926936
China,2004,24.592123715486387,14.522180315134497,20.038423980354885,22.935458554397268,10.0399899711953,18.351196641544846,27.3149451710011,41.770535891204645,9.087406205226275,3.618044092110332,2.9422590691587014,1.9755359447659742
China,2005,25.178919764576328,14.872272007904408,20.357680138931965,23.19520990450291,9.96842235386108,18.699605615372295,28.85437833706111,43.03568833034166,8.175870010253245,4.328830595393747,3.0853964547225186,2.1467084184878216
China,2006,25.199192929625802,14.815746545414028,20.543818828867767,23.27136976280008,9.77585447548698,18.814930581977098,28.494150865369424,44.70500614079445,7.521057566281204,4.345489399050435,3.260449578398794,2.201689665384187
China,2007,25.290731631001506,15.01138410826961,20.637469983182395,23.724007660394427,9.307773646413601,18.506434805767817,27.732888962548905,43.588266022862115,9.128375406927592,4.293661955989202,3.7768511037879,2.0782506241048706
China,2008,25.28717078818074,15.09429436883394,20.91263854523611,24.082159332702247,9.39753861932698,18.972291504756967,28.194727996509307,44.35239172967953,10.35006159049319,3.3488690273339534,4.26353295179637,1.9004899695274267
China,2009,25.63146633377199,15.40423157411983,21.331781679422537,24.410424169177308,9.401250741031205,19.497571086018684,29.58110344875025,46.358034351957166,10.737273607815888,3.8875255637549637,4.719242128592804,2.058035626539209
China,2010,26.350046529461434,15.513272283056276,21.439792788998282,24.52813218373047,9.499095527806457,19.18449754411643,29.391533306528544,44.59057704382568,12.017127852369946,4.22899596649951,5.413633932073359,2.27488587857191
China,2011,26.30407923709836,15.419638027196825,21.266881018497273,24.605005168143066,9.289489052341686,18.32558194952074,29.05868046206518,44.32654904682413,11.592221759319603,4.082497552684342,6.00452870265576,2.295737338099052
China,2012,26.85378253220556,15.641135713082177,21.755960922717353,25.302951347836828,9.134656476924158,18.674956981621964,29.588501425398338,44.3718822344513,13.717858535777735,3.9488125865055865,6.419366617047951,2.2163519618719563
China,2013,26.07164090657567,15.442388554741468,21.7048993617266,24.678325652356044,9.09416285870551,19.47640828298996,28.948871205347583,44.7981860967258,13.343787571128999,4.177512164600572,8.305926805008228,2.0757358594298525
China,2014,25.925696547078147,14.963979137321159,21.604963202411444,24.575702171947153,9.05119907204441,19.341086163131134,29.229931582586815,44.24467683671708,13.588022961779501,4.21783851509144,9.098398985347938,2.2144044747362472
China,2015,27.872704415151482,14.666936346719961,21.60029517696588,25.152546725314117,9.022981293163252,19.62397736914996,29.185490252829442,43.6681937563784,13.85258157272683,4.86880273449778,8.763485632609559,2.5039101421990133
China,2016,27.61848533628623,15.038710410963851,21.953936452939054,25.271750087931537,9.052686630842514,19.478410138872796,28.299032928649847,43.37943070765011,12.76503968591105,5.173511306049285,10.446568873651566,2.5325800497010778
China,2017,27.4827342012127,14.910627156514755,,,8.811985468871693,18.523752505186444,27.15895753001477,43.13678874701308,13.10174196456905,4.907293783654073,10.4607438225804,2.605530495037944
United States of America,1961,12.437510247975803,25.760401210114342,20.41256510944405,12.310909640246983,11.240060483925877,8.088229435035753,25.090150188900562,,4.412450313052124,27.76165546782051,11.825494796186119,7.051485336270212
United States of America,1962,11.949687967162014,24.481284372519706,19.869769739153416,12.021056848036125,11.294607484847385,8.242284226254771,25.972007887355403,,4.024877460244685,27.737984052921277,13.325681602469489,6.7388144518705975
United States of America,1963,12.312629755184005,24.590239411657347,19.904746290303887,12.173961586321688,11.40267743132192,8.548156377197422,25.816494425727303,,4.176350468089846,28.189361544488122,13.278916060806345,6.839213521145025
United States of America,1964,11.012196362384095,26.310579116997936,20.615997735021345,11.197118615811716,11.40428094795984,8.347527965729613,24.327109862489202,,4.454575483085697,29.087364424079563,9.734768188323859,7.899534276369691
United States of America,1965,12.345769898776398,26.173866520512533,19.618787170691864,12.067479490815415,11.134666230886824,8.827394676983012,24.510676705797575,,4.4582749830371995,28.57857241366299,9.471332283616382,6.039678149092293
United States of America,1966,11.769717976015585,26.348508037895225,19.321853102267923,11.391018805081366,10.748042193294218,9.024101634294123,24.73319024499277,,4.765635037599667,29.364770269158956,12.58792218848649,4.4552879963287255
United States of America,1967,12.488961201136926,25.73369127196968,19.137888636087034,11.567724866078642,10.535975385277347,9.547728883654589,24.744898366290474,,4.5243011122867065,26.128158307026027,13.10507373490974,4.031583770196569
United States of America,1968,11.931416606483737,24.96293653761843,18.77177763894927,11.654984618817286,10.36279578171424,9.458092747640002,23.979565845867334,,5.640479990280181,24.811429595178822,14.998131968799234,4.57676629988384
United States of America,1969,12.148115941834185,24.65847130921847,18.57974698647902,11.835746846152025,10.319631095188326,9.495970314172936,23.405736533003097,,5.353410118264157,23.019922949299573,14.97760793540707,4.550524528146137
United States of America,1970,10.963485567675823,24.71892497012188,18.610527119253977,10.78560614897692,10.340642366701323,9.42146155922791,22.82043386775028,,5.221840943151814,26.501109478819966,15.89834844973578,3.6561751844977812
United States of America,1971,12.771285576650925,24.72475830396562,18.63797502348351,12.002647091584233,10.436249621609628,9.403706898424975,21.626322320065775,,4.892321971595699,25.361821407959127,14.176598647651687,3.912056524914176
United States of America,1972,12.63562938551691,24.732174361945283,18.22318960137972,12.201013037479171,10.407378198511221,9.400631196823763,21.101023866561803,,4.798097035286434,26.97947680312466,13.308589280745958,3.2552904531071403
United States of America,1973,12.183891810884893,23.353823276493365,17.30136004735961,12.031414830195098,10.457139441965326,9.756065523944834,20.823636129717453,,4.022380822326173,34.806002771522124,14.018831624785937,2.9110706069522254
United States of America,1974,11.206190071713692,23.522178196240347,17.482214862055898,11.091019503658815,10.626099665330068,9.392390729939711,19.76419171895013,,3.8627363940497124,32.77864742736584,11.88373230235942,2.5040460539993186
United States of America,1975,12.88275903455769,23.27841075011438,16.987975753603422,12.332269710855805,10.64249054411794,10.262509854717281,20.981956486085537,,3.7215607285327477,32.617141228503336,8.412020067336881,3.7108348806512454
United States of America,1976,12.690665672765252,24.09108353644197,17.585534439695028,12.031657162104763,10.223605393816946,10.183491031219843,21.30542673643093,,3.7258466353839843,32.4221647280483,9.66497619157825,4.69988919671943
United States of America,1977,13.084916374804292,23.231511976100855,17.18251300831878,12.785895940114006,9.900738551331914,9.557926073879578,18.816202999565956,,4.259888752178995,29.653566329589502,7.734478083087851,4.403200969599358
United States of America,1978,12.606455422977225,22.20489425538234,16.487667686823546,12.21359903637727,9.466534014500706,9.793120119038196,19.073301153612597,,3.9835382422569334,32.45595014203712,9.038155440123846,4.256968208728671
United States of America,1979,13.79563056232238,21.006161274368203,15.922681866583593,13.43607238373545,9.088309292553586,10.23719098980739,18.85484928770196,,4.070336204450118,32.22122765395532,9.801863245296389,3.6942170216728756
United States of America,1980,12.682342420587775,21.004564133827085,16.041127452980334,12.198493203279618,9.074625665179132,10.169848039600685,18.621750014219927,,3.1108145216796905,32.859687581152535,8.032879026992601,3.930797993023891
United States of America,1981,14.336350946740643,21.365548352451828,16.14329120086723,13.443206695933096,9.17268745671888,10.105708121215727,17.1097085037205,,3.7901461148745867,33.37177480371933,6.895503151992971,4.852179956419081
United States of America,1982,13.96345266306707,21.202653687047068,15.804804623602484,12.966058655470034,9.089261966898993,9.06423741479086,14.444697705137246,,4.054766869084895,31.312727610032496,7.395713957678446,4.503510426066583
United States of America,1983,9.73007748085733,21.22335788209268,15.783557180042877,9.600891878371042,8.964729092342012,8.780301795640236,15.921058145490552,,4.807156113391191,30.84742075258069,8.55100967962904,4.43630914962325
United States of America,1984,12.530230379898178,21.262201570289946,15.319988594331427,11.63085479042606,8.810110575773576,9.343396614757484,15.19447966436048,,5.883137913477206,29.0117867519942,9.344385475119624,4.732357187779579
United States of America,1985,13.465197649729907,21.1235847813362,15.27298571954931,12.252084454039677,8.526978811445648,8.906191434507916,13.939278934770579,,6.566135887726386,23.22090838419156,9.938071452868167,4.589357520086787
United States of America,1986,12.146151054351616,21.052251224920504,15.070451526123364,11.073218645330451,8.159083358592802,8.465098499796571,13.110895256773874,,6.796462442461077,20.118064691505925,8.661847481119555,4.556941454154879
United States of America,1987,11.412527920271245,20.8370766945491,14.849844960508898,11.043237680544651,7.906418399597749,8.380712454339506,12.901124017542653,,6.664588611642608,19.63372021834924,8.606542943726597,4.65067151526895
United States of America,1988,9.11102992142589,20.63269223122612,14.769311685827304,9.338823239266365,7.7358677326533325,7.983921418622769,12.34745464550932,,6.660041981381175,22.902591139282375,7.5041632898477735,5.615742518277662
United States of America,1989,11.081958581616707,20.73233645547779,14.544291634622267,10.515529394240975,7.453761382689747,8.429491800663902,13.19963486523143,,6.397314670370442,23.448242018205438,6.672227519549074,6.273997115569939
United States of America,1990,11.633365499875612,20.455108017741438,14.224579273033802,10.95683567174314,7.337555163271871,7.28804363502665,13.61615434259681,17.647358279663585,6.889486013313216,20.001804544934306,6.865211438216165,6.27003507534418
United States of America,1991,10.950681275511243,20.18023305988599,14.379420617189249,10.669734946579906,7.394328305731646,7.300673034098619,14.063905295530537,17.104963019247617,6.541315493002946,18.8526302602586,6.399691744871107,6.691690832749353
United States of America,1992,12.498614400137198,20.490713396642555,14.709762610770374,11.53125604918438,7.445552098802068,7.609835424860634,15.205735214832552,17.356923153027754,6.519314115359036,19.264473327271098,5.479003962811911,7.216050816406665
United States of America,1993,9.894762295934845,20.55890919354511,14.511601365751803,9.816749760996242,7.552295886240046,7.77821121788318,16.95115964204578,16.51139034564627,7.166042356754924,20.42764537350329,6.162732925585957,8.082909239388533
United States of America,1994,12.704949689924247,20.729984665995307,14.806763944805493,12.026640859529552,7.595584230651103,7.85940720620265,15.865191904927253,16.826546627415663,7.152319986047502,17.96914933820305,5.483760298165262,8.60956302225653
United States of America,1995,10.392555531866451,20.929238076359027,14.725796543612782,10.096177796294484,7.647083398680622,7.576720239170295,15.49990894043987,15.802873001215453,6.467763916691759,19.974967942516,4.222041197065743,9.370064648284682
United States of America,1996,11.311783531527022,21.423680589619256,14.644024987296254,10.563862280985505,7.6500657059659956,7.803735632050433,15.138963169430797,15.558531101902725,6.99124388481075,20.655344668910818,4.5326991984968235,9.749408255866502
United States of America,1997,11.293729491578208,21.013775992809904,14.613678733483159,10.847957152869224,7.710272605025072,7.909746971725043,14.742626756542279,14.942089069989967,7.638425671301108,18.248303960012393,5.2395750819680025,10.371492431244567
United States of America,1998,11.46743106180558,20.731964097114112,14.449196762847407,10.624150062701997,7.578466469962003,7.821080410820894,14.355257320897568,14.322804126354532,7.832023731266722,16.775184100128733,6.0051291997790575,10.134438810846353
United States of America,1999,10.895822497587094,20.86682401044247,14.61779274357733,10.34710646165659,7.477790067973489,7.593176428019412,13.98553883578363,14.088265479692435,8.499662991352105,16.627048376387787,6.7989789196177295,9.985784502830537
United States of America,2000,10.978480514241351,20.718790615563332,14.453386631135793,10.371940178934976,7.369249050107099,7.387577320432875,13.94360491817895,14.045368787491002,8.724301096928384,17.015598818622863,7.266998878914897,11.076263464015522
United States of America,2001,10.21372718379822,20.81547938966907,14.236968481621917,9.940067422808136,7.3173448571844615,7.231032026584113,14.243049320112258,13.58345998630778,8.621154371085824,16.840819865839567,7.648942162359424,10.457573891130204
United States of America,2002,9.60654094264846,20.3322182277338,14.14193217858416,9.454034976148352,7.2246700483922055,7.161892013617706,13.650329425615809,13.603003483463189,7.556644171577352,16.276513114215035,7.259658291318775,9.344407310986696
United States of America,2003,10.525591471282542,20.37416085991397,13.886526707998417,9.588773396870097,7.129951516679227,7.642022334764957,13.801945551346389,13.219312067278786,7.772050084869724,15.041352565750667,6.667423810101406,8.814437429665055
United States of America,2004,10.897901935814348,19.834425320660827,13.450916170317786,10.153467041294167,6.993299460394857,7.544442134389776,13.049998057471596,12.718839216179544,7.734653279004079,14.026386454577407,7.329677992631037,6.056436543048807
United States of America,2005,10.23382198442427,19.285712230734052,13.300622826049368,9.627079450786288,6.9569385450417895,7.409432563919684,12.362686409074888,11.372458784390288,8.018266437233619,12.993846013760347,6.843087610993838,6.744104840513088
United States of America,2006,9.546909128276209,18.97441157383201,13.313958396199677,9.064490570179244,7.009457957560329,7.328521224389268,12.59262354451488,11.357933781950857,8.112320939104558,12.61038770352332,5.8644361557636895,6.956762753139606
United States of America,2007,10.786716417013306,18.77228261724018,13.004153999175827,9.387311462167975,6.9531062092577836,7.281819932097545,11.760284964455781,10.681392790750333,7.485881395819232,13.755621779268463,4.958520103926434,7.59028696750022
United States of America,2008,9.981368786403978,18.659330039304063,13.158034011801398,8.846450639211517,6.931772874601558,7.19567121694395,11.254072790100443,10.003968474086863,6.83050740570861,14.451105787678292,4.017860029956663,8.582122761904936
United States of America,2009,10.352555696590464,17.87846232416386,12.719059458892382,9.213233841926687,6.785371705609078,7.162841260047954,10.782547496482225,9.671045979590243,7.110740563528889,13.830358582245553,4.069337789836005,8.303724550154996
United States of America,2010,9.87986188638057,17.57942906311041,12.58685724140592,8.968084701316162,6.730511594308998,7.082537363556442,10.420379828242291,9.464262594051846,7.161013314519056,14.055732746782763,3.9533173866542946,8.970854295287516
United States of America,2011,9.10678355431078,17.396823751938978,12.506161401407484,8.219895783912772,6.656961277075692,6.878540714004912,10.96666740614828,9.660909993639208,6.965242014321838,12.878318712391856,3.7422121592344237,9.721958953365133
United States of America,2012,8.607625951975479,16.946213652818525,12.300729819057938,8.081934123440389,6.514852494862932,6.889530650602901,11.25218007745429,9.966330561460438,6.458234873234185,12.848767669423264,3.912697669147041,10.035809238373753
United States of America,2013,9.478495474005697,16.594771167840648,12.220353394327702,8.346144678427265,6.409464000967394,7.239130469361853,11.300916598644513,10.083748941152354,7.25435840734092,12.177719967581718,3.8755198892977063,10.048631582231076
United States of America,2014,9.490885847663286,16.3918457457598,12.208121427845905,8.624586287259362,6.316710057525797,7.232132424056424,10.858101611017226,9.93651655359213,7.002032382931003,12.851443299795385,4.6443259826635455,10.360760104806102
United States of America,2015,9.086727205831782,15.94462622041471,12.134073964320006,8.462584130598882,6.2413380882141505,7.149160947591625,10.811753234040967,10.046703094417724,8.097275845092442,12.333370406463459,6.267831243537084,9.891084910877584
United States of America,2016,9.735633717841988,16.167873660244958,12.195551048736872,8.917501390728422,6.325681326088257,7.341674808254249,10.821499530705275,9.979318752483547,8.564588778851839,12.780065269714427,5.633602197899423,9.80711891558819
United States of America,2017,8.874555653861337,16.37503727887933,,,6.409874515521752,6.8588219522767755,10.484923536482537,9.91764999924787,8.375556300397037,11.513238902044113,5.150283465941398,9.713729915960656
India,1961,8.027263058334807,3.460198376472828,4.43540338047512,10.799969971091173,11.68423612057223,15.091925079418347,1.1100506439688271,,3.3794380318905644,0.7568160254659279,0.4533265375192934,0.05306804174841547
India,1962,7.681668269772128,3.410025227221207,4.3228193905166545,10.355434968530968,11.376981186507768,14.875973941596138,1.3649682792781848,,3.297306373955334,0.8321764280204456,0.5229853551982816,0.03150312288212845
India,1963,7.824039981301646,3.2874561501872908,4.198874589462666,10.355070818193052,11.207416662264768,14.678569811872427,1.4820692913580644,,3.269742616069821,1.093795702210607,0.4333632329336229,0.02689316194079722
India,1964,7.667217200073958,3.29380764985725,4.115358738784865,10.166435566702276,11.127489370053958,14.470135172683642,1.889682246948525,,4.0980966421651654,0.9425653933938587,0.43693017273724,0.02133447237592198
India,1965,7.107771501072213,3.253982969723839,3.998243639085387,9.44835224085684,10.91304952975148,13.739837160257782,1.705445444265278,,4.501866341813866,0.6049805267227842,0.30967319526342,0.017081563855900088
India,1966,6.768397261600417,3.152428757696714,3.9100213778869333,9.044519383761603,10.987231443884937,13.23526471855444,2.147378701491845,,5.073682392127013,0.5120138078250048,0.4088344094446663,0.020122457854684205
India,1967,7.245487983295226,3.069453016430263,3.8367436039326694,9.383773604010944,10.724263470470166,13.547520151522036,2.7909391787798383,,5.346267050955729,0.47417448039903803,0.3811186601214091,0.029417472062324465
India,1968,7.580157749254251,3.011858142901432,3.9101268928967743,9.531595826226042,10.676769312304568,13.517429081020651,2.999791154427381,,3.6158702187053473,0.7883417283827278,0.28260005898278917,0.014620448769290414
India,1969,7.798303887628526,2.9554846543020994,3.917396347314218,9.900666872684917,10.693940285781663,13.580792607498626,3.1823653159816603,,3.0385012734641976,0.7732961540256201,0.3425871649717845,0.007432619030122072
India,1970,7.978106800604949,2.914027208089593,3.801577464183422,10.098632033466853,10.620212380268391,13.25416046508925,3.3147730913988678,,2.3017927279134405,0.6773282334922902,0.17142695349936637,0.08144510067465652
India,1971,7.770009466532358,2.9430317292317674,3.9320139866655697,9.948373248453377,10.5686650516443,13.097410202226936,3.6877503186493605,,1.676378504874172,0.6131311372719762,0.26035635776552957,0.028881230376419133
India,1972,7.764990460973142,2.8838017892197048,3.887634777156697,9.584214565023718,10.522862182794697,12.696618513987884,3.5783004178346713,,0.8486264706848797,0.8112001927507049,0.33075929159857675,0.04084442818114735
India,1973,7.657825806018526,2.9117629769046856,3.955040395457412,9.605854904461832,10.391274764208095,12.576317761408792,3.374499653300922,,1.8537013367257185,0.7512482626791571,0.14492059636881732,0.04529619544018299
India,1974,7.336201134303151,2.8371831052430827,3.9611310117533223,9.28956477852938,10.281397595233893,12.370186237076023,3.19048210983,,1.8076632110946782,0.6094246259638403,0.24530540444522045,0.06571257209989319
India,1975,8.200990808424262,2.814877903630826,4.021555292545177,10.1406921419267,10.199381787195616,12.797932504166443,3.875852381342873,,2.757881531549407,0.56929836792249,0.2101496895835028,0.05883776831099587
India,1976,7.821105123287879,2.739470987628654,4.114184810330218,9.696164581824847,10.260404224411996,12.254387315136766,3.629190113108095,,2.6769133750311496,0.7361764139089199,0.1609430097093879,0.12267354964984821
India,1977,8.367475343340603,2.736838854155729,4.1767421575380625,10.334538088523033,10.327711397388583,12.654264059184083,4.3280340288778945,,2.631096203144178,0.5979008033719537,0.306073418908429,0.15430821644758155
India,1978,8.087284017493976,2.7279674068236663,4.142960797532454,10.186352419428871,10.46802740662811,12.53726692400085,4.780762398456783,,2.23498701760394,0.6384861794197572,0.3226343456372377,0.13495751293581784
India,1979,7.716889467998284,2.8024759989912424,4.230936987527459,9.398301822582306,10.631577442904899,12.186204203091892,4.747684163509669,,1.9151300501183486,0.7747920664262204,0.257914086995273,0.23519154694704894
India,1980,8.19955604479711,2.8574377933844026,4.307075763213344,9.804618733015111,10.669630347067272,12.128386356850774,4.796413088220667,,1.93239098961045,0.6684912818471239,0.4105474949172976,0.20437322074717562
India,1981,8.341198000092916,2.8515929942608915,4.51790158793082,10.039839043759345,10.7677012366298,12.465339971674185,5.3555113903416665,,1.5699116165528617,0.9791160700347105,0.4810594027895908,0.2449787861682175
India,1982,7.715483070628243,3.0801971075334604,4.719851242714739,9.373301865754277,10.929117317697772,11.947831695742389,5.16117408223537,,1.581140711148257,0.9017393252130788,0.6103546837236077,0.30483852040093723
India,1983,9.030073151068288,3.0320361698243152,4.851006794849889,10.741901932705833,11.063659495585657,12.659284237936305,5.344329413591955,,2.1273711860323266,0.7545732624932595,0.10166523935152746,0.260254036598493
India,1984,8.556220911761274,3.008261762781186,4.964869260133036,10.154151130658242,11.173090698087607,12.586150593789947,6.173580296096314,,2.3340041174285724,0.7193478451873239,0.42582465730574237,0.2684250200200541
